archive_run,row,x1,x2,x3,x4,x5,x6,x7,archived_inverse_inertia,recomputed_inverse_inertia,archived_section_area_m2,recomputed_section_area_m2,archived_effective_Ez_Pa,recomputed_effective_Ez_Pa,radius_1_mm,radius_2_mm,physically_feasible_Rmin_0p9,inverse_inertia_relative_error,section_area_relative_error,Ez_relative_error
EPSO_0,10,0.15058469376095351,4.723179309729711,0.9290886402876297,9.798862010984177,1.135677060641401,0.550240417873989,0.8337744058998706,264.80950673853454,264.79715365567614,9.542396762519895e-06,9.523437903529247e-06,2769207.663985094,2772737.6699077426,0.006783103271026778,0.011757486008846268,False,4.664894025346958e-05,0.001986802630667547,0.001274734996785561
EPSO_0,11,1.0142580161078296,3.9547963553061782,3.6422283055495965,8.894643055012963,2.783043971693467,0.5527125603532131,0.6830810408069818,259.34455655438484,259.32934122163306,9.614454117724229e-06,9.59889551108747e-06,3226464.500762918,3229605.498795297,0.17356381975704405,0.27720242150687835,False,5.866840990969005e-05,0.0016182516912818538,0.0009735107984719048
EPSO_0,12,0.1,4.418469196785542,3.5324877063136713,9.390537898267679,2.2928983559481075,0.6203082942234591,0.8329081399626477,261.76469127256536,261.74369646871173,9.568026828384816e-06,9.546028075616222e-06,2721886.4952492537,2725520.6874455134,0.0403813506279247,0.05394751707860809,False,8.020487313074753e-05,0.0022991943023541457,0.0013351740429304506
EPSO_0,13,0.23259308674215895,4.889551039892876,1.2886336083371108,10.0,0.957920648577057,0.6320942951252437,0.8701086696753805,264.4362874971277,264.4303270509594,9.546242668800852e-06,9.528870249453179e-06,2704679.723940995,2707411.7203996796,0.013970799686153747,0.015553492823482151,False,2.2540197582900153e-05,0.0018198174874026554,0.00101009980387022
EPSO_0,14,1.195338295859883,2.5908677419685584,5.7421859927539165,7.005669682581479,5.248883433602162,0.3498327026115533,0.4544038897214368,254.64791984998865,254.6256148819459,9.718588155562044e-06,9.706015636299515e-06,4191804.4445795994,4197812.603239746,0.4760792638075154,0.8886268912776498,False,8.759140092681858e-05,0.0012936569655267918,0.0014333108186655812
EPSO_0,15,1.0564676524135583,3.936772910854593,3.8787598864446995,8.115457329118799,3.0948374528229055,0.5651059128611345,0.7008896465727736,258.7578813119295,258.7464969801295,9.62117996702666e-06,9.605136063444784e-06,3245734.1916758497,3248843.4455824937,0.1809263628360028,0.3196163093920595,False,4.399607750025796e-05,0.0016675609059242545,0.0009579508742946593
EPSO_0,16,0.7404946074434601,3.514441960680662,3.3772628959647397,7.786531338927581,3.4390794582094,0.4107208315298904,0.6124205799117879,259.59203129431467,259.5632641256958,9.60539448893845e-06,9.58656514044874e-06,3286975.148549505,3291430.145645303,0.09289635319035869,0.2214018129624404,False,0.00011081684008335739,0.001960288930495683,0.0013553485786967597
EPSO_0,17,2.2235024625039808,0.31482625442159984,9.37947280563985,2.37120069888621,9.420621589263957,0.0,0.019661216919629965,246.61740481440503,246.61015987804458,9.98572358221613e-06,9.978606120391069e-06,18676639.308833543,18802076.84514602,0.8878703276435232,1.0075499542368143,False,2.937723055638674e-05,0.000712763753819251,0.006716279853043328
EPSO_0,18,0.9844837352717768,4.685003519047212,2.619681327307469,7.95509015699893,2.631654622084061,0.5798276504835611,0.7028299371877755,260.0137093061614,260.01039861594563,9.597751828567532e-06,9.58421502504261e-06,3220425.2345418045,3222304.784335947,0.11733337198807955,0.3047985378231437,False,1.2732752532895517e-05,0.0014104139976436202,0.0005836340412386623
EPSO_0,19,1.7912143746635776,0.3346399065929454,8.487148516752082,1.1737616308365928,10.0,0.0,0.0,245.7279142257661,245.72103748041116,1.0026340752933837e-05,1.001988154299682e-05,20080675.364586838,20189952.815120738,0.873485788410796,1.0411370929392265,False,2.798520215591051e-05,0.0006442240590243437,0.005441921078342616
