case,seed,generation,evaluations,hypervolume,normalized_hypervolume,reference_objective_1,reference_objective_2
C039,11,13,468,950.0802324081774,0.35382369927890295,3831.09467216496,0.700890993273147
C039,11,14,504,953.0760532710375,0.3549393865481637,3831.09467216496,0.700890993273147
C039,11,15,540,953.0760532710375,0.3549393865481637,3831.09467216496,0.700890993273147
C039,11,16,576,954.123826499642,0.3553295925403571,3831.09467216496,0.700890993273147
C039,11,17,612,954.123826499642,0.3553295925403571,3831.09467216496,0.700890993273147
C039,11,18,648,954.123826499642,0.3553295925403571,3831.09467216496,0.700890993273147
C039,11,19,684,956.4826831460961,0.3562080650695682,3831.09467216496,0.700890993273147
C039,11,20,720,956.7006160625741,0.3562892264579148,3831.09467216496,0.700890993273147
C039,11,21,756,956.7536587442657,0.3563089803241838,3831.09467216496,0.700890993273147
C039,11,22,792,956.7536587442657,0.3563089803241838,3831.09467216496,0.700890993273147
C039,11,23,828,956.7536587442657,0.3563089803241838,3831.09467216496,0.700890993273147
C039,11,24,864,956.7536587442657,0.3563089803241838,3831.09467216496,0.700890993273147
C039,11,25,900,956.9945955062468,0.3563987086792305,3831.09467216496,0.700890993273147
C039,11,26,936,959.0582424105377,0.3571672408060709,3831.09467216496,0.700890993273147
C039,11,27,972,965.5145709409476,0.3595716714704152,3831.09467216496,0.700890993273147
C039,11,28,1008,965.5145709409476,0.3595716714704152,3831.09467216496,0.700890993273147
C039,11,29,1044,965.5145709409476,0.3595716714704152,3831.09467216496,0.700890993273147
C039,11,30,1080,967.9716965498951,0.36048674079076837,3831.09467216496,0.700890993273147
C039,11,31,1116,967.9716965498951,0.36048674079076837,3831.09467216496,0.700890993273147
C039,11,32,1152,967.9716965498951,0.36048674079076837,3831.09467216496,0.700890993273147
C039,11,33,1188,967.9716965498951,0.36048674079076837,3831.09467216496,0.700890993273147
C039,11,34,1224,968.0155712344865,0.3605030803615512,3831.09467216496,0.700890993273147
C039,11,35,1260,968.0155712344865,0.3605030803615512,3831.09467216496,0.700890993273147
C039,11,36,1296,968.4353927329464,0.36065942799468254,3831.09467216496,0.700890993273147
C039,11,37,1332,969.1705884098911,0.3609332255596009,3831.09467216496,0.700890993273147
C039,11,38,1368,969.244864860789,0.360960887190408,3831.09467216496,0.700890993273147
C039,11,39,1404,969.244864860789,0.360960887190408,3831.09467216496,0.700890993273147
C039,11,40,1440,969.244864860789,0.360960887190408,3831.09467216496,0.700890993273147
C039,11,41,1476,969.244864860789,0.360960887190408,3831.09467216496,0.700890993273147
C039,11,42,1512,969.244864860789,0.360960887190408,3831.09467216496,0.700890993273147
C039,11,43,1548,969.7223683491854,0.36113871643568635,3831.09467216496,0.700890993273147
C039,11,44,1584,969.7223683491854,0.36113871643568635,3831.09467216496,0.700890993273147
C039,11,45,1620,973.1896645471015,0.3624299879782304,3831.09467216496,0.700890993273147
C039,11,46,1656,973.1896645471015,0.3624299879782304,3831.09467216496,0.700890993273147
C039,11,47,1692,973.1896645471015,0.3624299879782304,3831.09467216496,0.700890993273147
C039,11,48,1728,973.1896645471015,0.3624299879782304,3831.09467216496,0.700890993273147
C039,11,49,1764,974.5142165754522,0.36292327042172523,3831.09467216496,0.700890993273147
C039,11,50,1800,974.5142165754522,0.36292327042172523,3831.09467216496,0.700890993273147
C039,11,51,1836,974.5142165754522,0.36292327042172523,3831.09467216496,0.700890993273147
C039,11,52,1872,974.5142165754522,0.36292327042172523,3831.09467216496,0.700890993273147
C039,11,53,1908,974.5142165754522,0.36292327042172523,3831.09467216496,0.700890993273147
C039,11,54,1944,974.5142165754522,0.36292327042172523,3831.09467216496,0.700890993273147
C039,11,55,1980,974.5142165754522,0.36292327042172523,3831.09467216496,0.700890993273147
C039,11,56,2016,974.5142165754522,0.36292327042172523,3831.09467216496,0.700890993273147
C039,29,1,36,864.9496461194273,0.32211983055813304,3831.09467216496,0.700890993273147
C039,29,2,72,877.6112688995038,0.3268352030689001,3831.09467216496,0.700890993273147
C039,29,3,108,882.6962128037047,0.32872891014903766,3831.09467216496,0.700890993273147
C039,29,4,144,906.7549699980065,0.33768874130873233,3831.09467216496,0.700890993273147
C039,29,5,180,906.7549699980065,0.33768874130873233,3831.09467216496,0.700890993273147
C039,29,6,216,912.2195709463371,0.33972383819494,3831.09467216496,0.700890993273147
C039,29,7,252,915.5721078586901,0.34097237171014755,3831.09467216496,0.700890993273147
C039,29,8,288,915.5721078586901,0.34097237171014755,3831.09467216496,0.700890993273147
C039,29,9,324,915.5721078586901,0.34097237171014755,3831.09467216496,0.700890993273147
C039,29,10,360,915.6245646385054,0.34099190737803475,3831.09467216496,0.700890993273147
C039,29,11,396,926.5334923137602,0.34505455073547114,3831.09467216496,0.700890993273147
C039,29,12,432,926.9187681498555,0.3451980330614053,3831.09467216496,0.700890993273147
C039,29,13,468,926.9187681498555,0.3451980330614053,3831.09467216496,0.700890993273147
C039,29,14,504,926.9187681498555,0.3451980330614053,3831.09467216496,0.700890993273147
C039,29,15,540,926.9187681498555,0.3451980330614053,3831.09467216496,0.700890993273147
C039,29,16,576,927.5853239561833,0.345446268140008,3831.09467216496,0.700890993273147
C039,29,17,612,927.5853239561833,0.345446268140008,3831.09467216496,0.700890993273147
C039,29,18,648,927.5853239561833,0.345446268140008,3831.09467216496,0.700890993273147
C039,29,19,684,934.2592980647472,0.3479317531837271,3831.09467216496,0.700890993273147
C039,29,20,720,936.2477724646607,0.3486722899764098,3831.09467216496,0.700890993273147
C039,29,21,756,936.2477724646607,0.3486722899764098,3831.09467216496,0.700890993273147
C039,29,22,792,936.2477724646607,0.3486722899764098,3831.09467216496,0.700890993273147
C039,29,23,828,936.2477724646607,0.3486722899764098,3831.09467216496,0.700890993273147
C039,29,24,864,936.4829634816285,0.34875987853243084,3831.09467216496,0.700890993273147
C039,29,25,900,936.4829634816285,0.34875987853243084,3831.09467216496,0.700890993273147
C039,29,26,936,937.2325884629669,0.34903904978020717,3831.09467216496,0.700890993273147
C039,29,27,972,939.0082190692609,0.3497003204479268,3831.09467216496,0.700890993273147
C039,29,28,1008,939.0082190692609,0.3497003204479268,3831.09467216496,0.700890993273147
C039,29,29,1044,939.0082190692609,0.3497003204479268,3831.09467216496,0.700890993273147
C039,29,30,1080,940.2314769121498,0.3501558794632384,3831.09467216496,0.700890993273147
C039,29,31,1116,944.0810519890119,0.3515895172212778,3831.09467216496,0.700890993273147
C039,29,32,1152,944.0810519890119,0.3515895172212778,3831.09467216496,0.700890993273147
C039,29,33,1188,944.0810519890119,0.3515895172212778,3831.09467216496,0.700890993273147
C039,29,34,1224,950.6887130464049,0.354050306320091,3831.09467216496,0.700890993273147
C039,29,35,1260,950.6902237735119,0.354050868936842,3831.09467216496,0.700890993273147
C039,29,36,1296,952.9013130147667,0.35487431073479797,3831.09467216496,0.700890993273147
C039,29,37,1332,955.378115754035,0.35579670810472397,3831.09467216496,0.700890993273147
C039,29,38,1368,955.512306347481,0.3558466826337815,3831.09467216496,0.700890993273147
C039,29,39,1404,955.512306347481,0.3558466826337815,3831.09467216496,0.700890993273147
C039,29,40,1440,955.7456056361136,0.3559335666826517,3831.09467216496,0.700890993273147
C039,29,41,1476,955.8367575497754,0.3559675129812779,3831.09467216496,0.700890993273147
C039,29,42,1512,955.8367575497754,0.3559675129812779,3831.09467216496,0.700890993273147
C039,29,43,1548,955.8438560785777,0.35597015657666553,3831.09467216496,0.700890993273147
C039,29,44,1584,955.8438560785777,0.35597015657666553,3831.09467216496,0.700890993273147
C039,29,45,1620,955.8438560785777,0.35597015657666553,3831.09467216496,0.700890993273147
C039,29,46,1656,955.8438560785777,0.35597015657666553,3831.09467216496,0.700890993273147
C039,29,47,1692,955.8438560785777,0.35597015657666553,3831.09467216496,0.700890993273147
C039,29,48,1728,958.9207500571516,0.35711603665358127,3831.09467216496,0.700890993273147
C039,29,49,1764,961.0913509394188,0.35792439999766973,3831.09467216496,0.700890993273147
C039,29,50,1800,961.0913509394188,0.35792439999766973,3831.09467216496,0.700890993273147
C039,29,51,1836,961.0913509394188,0.35792439999766973,3831.09467216496,0.700890993273147
C039,29,52,1872,961.0913509394188,0.35792439999766973,3831.09467216496,0.700890993273147
C039,29,53,1908,961.0913509394188,0.35792439999766973,3831.09467216496,0.700890993273147
C039,29,54,1944,961.0913509394188,0.35792439999766973,3831.09467216496,0.700890993273147
C039,29,55,1980,961.0913509394188,0.35792439999766973,3831.09467216496,0.700890993273147
C039,29,56,2016,961.0913509394188,0.35792439999766973,3831.09467216496,0.700890993273147
C039,47,1,36,864.9496461194273,0.32211983055813304,3831.09467216496,0.700890993273147
C039,47,2,72,890.7073892119998,0.331712388781336,3831.09467216496,0.700890993273147
C039,47,3,108,893.1956043775489,0.3326390363048245,3831.09467216496,0.700890993273147
C039,47,4,144,894.4200044741068,0.3330950207120187,3831.09467216496,0.700890993273147
C039,47,5,180,901.0046349925854,0.335547232903117,3831.09467216496,0.700890993273147
C039,47,6,216,919.1663151318426,0.34231090678327347,3831.09467216496,0.700890993273147
C039,47,7,252,923.2584912760418,0.34383489270788475,3831.09467216496,0.700890993273147
C039,47,8,288,935.057326450981,0.3482289505636064,3831.09467216496,0.700890993273147
C039,47,9,324,935.3138913649045,0.3483244990697778,3831.09467216496,0.700890993273147
C039,47,10,360,937.4944180215073,0.3491365589166182,3831.09467216496,0.700890993273147
C039,47,11,396,937.4944180215073,0.3491365589166182,3831.09467216496,0.700890993273147
C039,47,12,432,937.4944180215073,0.3491365589166182,3831.09467216496,0.700890993273147
C039,47,13,468,937.4944180215073,0.3491365589166182,3831.09467216496,0.700890993273147
C039,47,14,504,941.7135261073454,0.3507078161427631,3831.09467216496,0.700890993273147
C039,47,15,540,941.7135261073454,0.3507078161427631,3831.09467216496,0.700890993273147
C039,47,16,576,941.7135261073454,0.3507078161427631,3831.09467216496,0.700890993273147
C039,47,17,612,942.5540759267844,0.3510208491229234,3831.09467216496,0.700890993273147
C039,47,18,648,942.5540759267844,0.3510208491229234,3831.09467216496,0.700890993273147
C039,47,19,684,943.5423354864629,0.3513888913590689,3831.09467216496,0.700890993273147
C039,47,20,720,943.6057811131228,0.3514125194333748,3831.09467216496,0.700890993273147
C039,47,21,756,947.0285376978086,0.35268720377603824,3831.09467216496,0.700890993273147
C039,47,22,792,950.5216148244061,0.3539880765114561,3831.09467216496,0.700890993273147
C039,47,23,828,950.5216148244061,0.3539880765114561,3831.09467216496,0.700890993273147
C039,47,24,864,950.5216148244061,0.3539880765114561,3831.09467216496,0.700890993273147
C039,47,25,900,950.5216148244061,0.3539880765114561,3831.09467216496,0.700890993273147
C039,47,26,936,950.7994294059114,0.3540915387029519,3831.09467216496,0.700890993273147
C039,47,27,972,950.7994294059114,0.3540915387029519,3831.09467216496,0.700890993273147
C039,47,28,1008,950.7994294059114,0.3540915387029519,3831.09467216496,0.700890993273147
C039,47,29,1044,950.7994294059114,0.3540915387029519,3831.09467216496,0.700890993273147
C039,47,30,1080,950.7994294059114,0.3540915387029519,3831.09467216496,0.700890993273147
C039,47,31,1116,950.7994294059114,0.3540915387029519,3831.09467216496,0.700890993273147
C039,47,32,1152,950.7994294059114,0.3540915387029519,3831.09467216496,0.700890993273147
C039,47,33,1188,951.9150176343018,0.35450699998756424,3831.09467216496,0.700890993273147
C039,47,34,1224,952.0717624548017,0.354565374038871,3831.09467216496,0.700890993273147
C039,47,35,1260,953.2858343969623,0.35501751209112486,3831.09467216496,0.700890993273147
C039,47,36,1296,953.6718112901141,0.3551612555009051,3831.09467216496,0.700890993273147
C039,47,37,1332,954.1774468674001,0.3553495615453209,3831.09467216496,0.700890993273147
C039,47,38,1368,954.1774468674001,0.3553495615453209,3831.09467216496,0.700890993273147
C039,47,39,1404,956.0668695621554,0.35605321004210655,3831.09467216496,0.700890993273147
C039,47,40,1440,956.0668695621554,0.35605321004210655,3831.09467216496,0.700890993273147
C039,47,41,1476,956.2711544152527,0.35612928869311306,3831.09467216496,0.700890993273147
C039,47,42,1512,957.2308556465629,0.35648669539233885,3831.09467216496,0.700890993273147
C039,47,43,1548,959.6488405365774,0.3573871881395849,3831.09467216496,0.700890993273147
C039,47,44,1584,963.7876566059444,0.3589285434507954,3831.09467216496,0.700890993273147
C039,47,45,1620,963.7876566059444,0.3589285434507954,3831.09467216496,0.700890993273147
C039,47,46,1656,963.7876566059444,0.3589285434507954,3831.09467216496,0.700890993273147
C039,47,47,1692,963.7881194297752,0.3589287158131226,3831.09467216496,0.700890993273147
C039,47,48,1728,963.7881194297752,0.3589287158131226,3831.09467216496,0.700890993273147
C039,47,49,1764,963.7881194297752,0.3589287158131226,3831.09467216496,0.700890993273147
C039,47,50,1800,964.4517043412745,0.35917584448727385,3831.09467216496,0.700890993273147
C039,47,51,1836,964.4517043412745,0.35917584448727385,3831.09467216496,0.700890993273147
C039,47,52,1872,964.4517043412745,0.35917584448727385,3831.09467216496,0.700890993273147
C039,47,53,1908,966.0979199037689,0.35978891911009375,3831.09467216496,0.700890993273147
C039,47,54,1944,969.6784849024567,0.3611223736017561,3831.09467216496,0.700890993273147
C039,47,55,1980,969.6784849024567,0.3611223736017561,3831.09467216496,0.700890993273147
C039,47,56,2016,969.6784849024567,0.3611223736017561,3831.09467216496,0.700890993273147
C039,83,1,36,864.9496461194273,0.32211983055813304,3831.09467216496,0.700890993273147
C039,83,2,72,869.2725339247296,0.3237297368614805,3831.09467216496,0.700890993273147
C039,83,3,108,886.3721541250794,0.3300978841706992,3831.09467216496,0.700890993273147
C039,83,4,144,898.0838228716667,0.3344594799805006,3831.09467216496,0.700890993273147
C039,83,5,180,901.049791245689,0.33556404974865667,3831.09467216496,0.700890993273147
C039,83,6,216,901.5871446628199,0.33576416797802716,3831.09467216496,0.700890993273147
C039,83,7,252,901.5871446628199,0.33576416797802716,3831.09467216496,0.700890993273147
C039,83,8,288,922.4631250044671,0.34353868673823,3831.09467216496,0.700890993273147
C039,83,9,324,922.4631250044671,0.34353868673823,3831.09467216496,0.700890993273147
C039,83,10,360,922.8641656944254,0.3436880401250727,3831.09467216496,0.700890993273147
C039,83,11,396,923.5626930056084,0.34394818185717,3831.09467216496,0.700890993273147
C039,83,12,432,923.5626930056084,0.34394818185717,3831.09467216496,0.700890993273147
C039,83,13,468,925.5147683972642,0.34467516312968455,3831.09467216496,0.700890993273147
C039,83,14,504,927.4941288916735,0.3454123057713783,3831.09467216496,0.700890993273147
C039,83,15,540,938.4973022338826,0.3495100475861715,3831.09467216496,0.700890993273147
C039,83,16,576,940.4138133972505,0.35022378422272205,3831.09467216496,0.700890993273147
C039,83,17,612,944.4826753409686,0.35173908759992456,3831.09467216496,0.700890993273147
C039,83,18,648,944.4826753409686,0.35173908759992456,3831.09467216496,0.700890993273147
C039,83,19,684,946.7743063730106,0.3525925243324037,3831.09467216496,0.700890993273147
C039,83,20,720,952.3405668098271,0.35466548069095477,3831.09467216496,0.700890993273147
C039,83,21,756,955.211853134761,0.35573478948669923,3831.09467216496,0.700890993273147
C039,83,22,792,955.211853134761,0.35573478948669923,3831.09467216496,0.700890993273147
C039,83,23,828,955.211853134761,0.35573478948669923,3831.09467216496,0.700890993273147
C039,83,24,864,955.211853134761,0.35573478948669923,3831.09467216496,0.700890993273147
C039,83,25,900,960.3996914729078,0.3576668159508341,3831.09467216496,0.700890993273147
C039,83,26,936,960.3996914729078,0.3576668159508341,3831.09467216496,0.700890993273147
C039,83,27,972,960.3996914729078,0.3576668159508341,3831.09467216496,0.700890993273147
C039,83,28,1008,964.5415859320734,0.3592093176991866,3831.09467216496,0.700890993273147
C039,83,29,1044,964.5415859320734,0.3592093176991866,3831.09467216496,0.700890993273147
C039,83,30,1080,964.5415859320734,0.3592093176991866,3831.09467216496,0.700890993273147
C039,83,31,1116,964.5415859320734,0.3592093176991866,3831.09467216496,0.700890993273147
C039,83,32,1152,964.5415859320734,0.3592093176991866,3831.09467216496,0.700890993273147
C039,83,33,1188,964.5415859320734,0.3592093176991866,3831.09467216496,0.700890993273147
C039,83,34,1224,964.5415859320734,0.3592093176991866,3831.09467216496,0.700890993273147
C039,83,35,1260,964.6895957929263,0.3592644387244541,3831.09467216496,0.700890993273147
C039,83,36,1296,964.6895957929263,0.3592644387244541,3831.09467216496,0.700890993273147
C039,83,37,1332,964.6895957929263,0.3592644387244541,3831.09467216496,0.700890993273147
C039,83,38,1368,964.6895957929263,0.3592644387244541,3831.09467216496,0.700890993273147
C039,83,39,1404,964.6895957929263,0.3592644387244541,3831.09467216496,0.700890993273147
C039,83,40,1440,964.6895957929263,0.3592644387244541,3831.09467216496,0.700890993273147
C039,83,41,1476,968.4202267994505,0.3606537799804312,3831.09467216496,0.700890993273147
C039,83,42,1512,968.4611593193484,0.36066902384628285,3831.09467216496,0.700890993273147
C039,83,43,1548,968.4611593193484,0.36066902384628285,3831.09467216496,0.700890993273147
C039,83,44,1584,968.4611593193484,0.36066902384628285,3831.09467216496,0.700890993273147
C039,83,45,1620,968.4611593193484,0.36066902384628285,3831.09467216496,0.700890993273147
C039,83,46,1656,968.4611593193484,0.36066902384628285,3831.09467216496,0.700890993273147
C039,83,47,1692,969.1787298588456,0.36093625755362446,3831.09467216496,0.700890993273147
C039,83,48,1728,969.1787298588456,0.36093625755362446,3831.09467216496,0.700890993273147
C039,83,49,1764,970.329718492655,0.3613649024641813,3831.09467216496,0.700890993273147
C039,83,50,1800,970.329718492655,0.3613649024641813,3831.09467216496,0.700890993273147
C039,83,51,1836,970.329718492655,0.3613649024641813,3831.09467216496,0.700890993273147
C039,83,52,1872,971.123750740423,0.36166061162396446,3831.09467216496,0.700890993273147
C039,83,53,1908,971.1358469629429,0.3616651164331935,3831.09467216496,0.700890993273147
C039,83,54,1944,971.1358469629429,0.3616651164331935,3831.09467216496,0.700890993273147
C039,83,55,1980,971.1358469629429,0.3616651164331935,3831.09467216496,0.700890993273147
C039,83,56,2016,971.1358469629429,0.3616651164331935,3831.09467216496,0.700890993273147
